Trajectories
100
	x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_RHandOut			x_RHandIn			x_RThumb1			x_RThumbTip			x_RIndex2			x_RIndexTip			x_RMiddle2			x_RMiddleTip			x_RRing2			x_RRingTip			x_RPinky2			x_RPinkyTip			x_LThumb1			x_LThumbTip			x_LIndex2			x_LIndexTip			x_LMiddle2			x_LMiddleTip			x_LRing2			x_LRingTip			x_LPinky2			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
33	-770.84	1055.695	688.33	-715.652	1048.645	690.66	-767.303	1128.413	672.919	-707.794	1126.046	692.93	-794.249	-481.167	671.941	-734.064	-497.658	689.968	-702.132	-472.388	662.782	-697.724	-532.856	664.316	-742.334	-568.877	670.052	-746.371	-598.95	661.417	-763.262	-575.328	669.098	0	0	0	-797.832	-564.047	647.402	-776.654	-597.194	653.69	-799.023	-539.784	655.474	-780.774	-562.074	662.419	-675.646	1097.569	671.543	-672.898	1162.096	673.423	-701.217	1200.329	679.192	-704.229	1231.443	666.633	-716.526	1208.492	674.377	-714.235	1244.361	660.158	-735.725	1199.169	666.887	-729.677	1230.494	659.95	-758.979	1179.762	658.256	-755.853	1205.079	656.961
34	-770.878	1055.7	688.35	-715.695	1048.664	690.686	-767.341	1128.419	672.963	-707.841	1126.04	692.928	-794.255	-481.179	672.005	-734.077	-497.656	690.052	-702.118	-472.383	662.934	-697.692	-532.846	664.38	-742.347	-568.844	670.138	-746.311	-599.067	661.432	-763.266	-575.335	669.208	0	0	0	-797.843	-564.05	647.516	-776.662	-597.218	653.812	-799.014	-539.799	655.54	-780.756	-562.078	662.501	-675.68	1097.583	671.564	-672.954	1162.097	673.453	-701.275	1200.337	679.215	-704.287	1231.445	666.667	-716.565	1208.484	674.394	-714.297	1244.351	660.139	-735.766	1199.153	666.844	-729.739	1230.51	659.991	-759.034	1179.784	658.26	-755.904	1205.026	656.891
35	-770.925	1055.723	688.35	-715.732	1048.656	690.69	-767.382	1128.387	672.939	-707.888	1126.011	692.943	-794.255	-481.19	672.106	-734.068	-497.647	690.127	-702.12	-472.385	663.018	-697.697	-532.849	664.451	-742.343	-568.851	670.255	-746.348	-599.042	661.527	-763.26	-575.341	669.29	0	0	0	-797.846	-564.075	647.622	-776.662	-597.244	653.95	-799.013	-539.802	655.626	-780.765	-562.075	662.611	-675.757	1097.561	671.535	-673.003	1162.123	673.469	-701.328	1200.347	679.242	-704.344	1231.477	666.69	-716.628	1208.51	674.391	-714.379	1244.412	660.243	-735.824	1199.161	666.897	-729.785	1230.504	660.011	-759.079	1179.794	658.278	-755.966	1205.05	656.982
36	-770.959	1055.717	688.354	-715.776	1048.67	690.698	-767.434	1128.406	672.947	-707.936	1126.047	692.955	-794.255	-481.189	672.185	-734.068	-497.646	690.228	-702.138	-472.398	663.106	-697.706	-532.84	664.539	-742.319	-568.898	670.341	-746.302	-599.064	661.673	-763.257	-575.339	669.381	0	0	0	-797.823	-564.067	647.706	-776.77	-597.435	654.475	-799.02	-539.807	655.733	-780.762	-562.087	662.754	-675.798	1097.578	671.551	-673.051	1162.14	673.494	-701.367	1200.344	679.249	-704.381	1231.465	666.687	-716.68	1208.53	674.42	-714.405	1244.353	660.151	-735.876	1199.165	666.909	-729.843	1230.502	660.029	-759.131	1179.824	658.348	-756.016	1205.061	656.973
37	-771.002	1055.684	688.388	-715.81	1048.673	690.709	-767.488	1128.459	673.004	-707.982	1126.038	692.953	-794.251	-481.183	672.275	-734.083	-497.65	690.307	-702.155	-472.391	663.206	-697.715	-532.855	664.616	-742.332	-568.904	670.471	-746.306	-599.109	661.812	-763.267	-575.331	669.466	0	0	0	-797.841	-564.079	647.815	-776.751	-597.43	654.526	-799.028	-539.828	655.854	-780.771	-562.084	662.837	-675.847	1097.575	671.569	-673.114	1162.165	673.502	-701.43	1200.356	679.287	-704.445	1231.489	666.7	-716.723	1208.485	674.38	-714.467	1244.38	660.169	-735.934	1199.183	666.916	-729.894	1230.513	660.017	-759.176	1179.834	658.365	-756.061	1205.025	656.931
38	-771.046	1055.707	688.39	-715.867	1048.703	690.722	-767.489	1128.228	672.749	-708.022	1126.055	692.981	-794.278	-481.184	672.364	-734.07	-497.649	690.392	-702.155	-472.406	663.304	-697.722	-532.852	664.693	-742.375	-568.907	670.641	-746.283	-599.068	661.865	-763.27	-575.367	669.627	0	0	0	-797.845	-564.097	647.921	-776.764	-597.446	654.636	-799.028	-539.833	655.951	-780.787	-562.108	662.986	-675.881	1097.605	671.563	-673.152	1162.162	673.515	-701.481	1200.342	679.253	-704.499	1231.484	666.703	-716.778	1208.56	674.464	-714.526	1244.397	660.222	-735.983	1199.192	666.947	-729.959	1230.534	660.048	-759.227	1179.829	658.37	-756.133	1205.08	656.985
39	-771.087	1055.704	688.389	-715.896	1048.705	690.728	-767.565	1128.43	672.985	-708.076	1126.107	693.021	-794.292	-481.176	672.456	-734.078	-497.634	690.461	-702.192	-472.438	663.359	-697.776	-532.867	664.857	-742.358	-568.85	670.627	-746.258	-599.079	661.934	-763.295	-575.352	669.693	0	0	0	-797.839	-564.097	647.99	-776.737	-597.452	654.712	-799.025	-539.82	656.022	-780.776	-562.086	663.01	-675.925	1097.599	671.561	-673.2	1162.165	673.516	-701.545	1200.351	679.292	-704.557	1231.496	666.722	-716.829	1208.514	674.387	-714.584	1244.387	660.185	-736.041	1199.197	666.938	-729.998	1230.546	660.051	-759.262	1179.834	658.368	-756.163	1205.096	657.044
40	-771.133	1055.731	688.428	-715.942	1048.713	690.747	-767.614	1128.47	673.045	-708.119	1126.094	693.006	-794.334	-481.155	672.575	-734.116	-497.635	690.576	-702.161	-472.391	663.511	-697.79	-532.87	664.982	-742.35	-568.828	670.675	-746.28	-599.064	662.044	-763.315	-575.341	669.773	0	0	0	-797.844	-564.097	648.051	-776.76	-597.452	654.846	-799.04	-539.817	656.089	-780.79	-562.097	663.101	-675.977	1097.63	671.572	-673.255	1162.191	673.537	-701.589	1200.364	679.293	-704.63	1231.538	666.74	-716.891	1208.521	674.389	-714.623	1244.408	660.184	-736.097	1199.202	666.926	-730.086	1230.57	660.032	-759.333	1179.855	658.398	-756.221	1205.142	657.065
41	-771.173	1055.739	688.446	-715.989	1048.732	690.749	-767.673	1128.463	673.022	-708.16	1126.09	693.003	-794.334	-481.158	672.594	-734.128	-497.629	690.631	-702.193	-472.431	663.555	-697.81	-532.872	665.078	-742.361	-568.832	670.763	-746.31	-599.038	662.141	-763.33	-575.322	669.847	0	0	0	-797.846	-564.088	648.123	-776.647	-597.221	654.433	-799.065	-539.844	656.185	-780.81	-562.093	663.201	-676.023	1097.638	671.576	-673.302	1162.217	673.539	-701.664	1200.409	679.304	-704.688	1231.54	666.747	-716.94	1208.538	674.356	-714.704	1244.406	660.188	-736.162	1199.24	666.975	-730.137	1230.552	660.031	-759.399	1179.837	658.359	-756.287	1205.127	657.042
42	-771.221	1055.75	688.457	-716.026	1048.738	690.755	-767.718	1128.472	673.031	-708.223	1126.137	693.043	-794.364	-481.161	672.681	-734.154	-497.623	690.728	-702.198	-472.411	663.614	-697.841	-532.878	665.212	-742.392	-568.825	670.867	-746.314	-599.056	662.202	-763.374	-575.369	670.009	0	0	0	-797.865	-564.096	648.189	-776.863	-597.491	655.192	-799.066	-539.824	656.237	-780.818	-562.081	663.22	-676.062	1097.66	671.586	-673.341	1162.224	673.525	-701.714	1200.416	679.303	-704.762	1231.55	666.726	-717.036	1208.614	674.456	-714.762	1244.439	660.18	-736.212	1199.21	666.957	-730.213	1230.589	660.029	-759.456	1179.85	658.381	-756.341	1205.153	657.07
43	-771.249	1055.755	688.455	-716.061	1048.771	690.781	-767.767	1128.504	673.076	-708.272	1126.137	693.014	-794.385	-481.14	672.749	-734.183	-497.629	690.803	-702.241	-472.444	663.665	-697.874	-532.875	665.317	-742.403	-568.828	670.935	-746.347	-599.019	662.27	-763.378	-575.366	670.066	0	0	0	-797.884	-564.092	648.289	-776.865	-597.478	655.222	-799.084	-539.821	656.31	-780.828	-562.072	663.303	-676.105	1097.671	671.576	-673.401	1162.241	673.541	-701.775	1200.434	679.292	-704.82	1231.576	666.741	-717.089	1208.584	674.381	-714.814	1244.418	660.189	-736.279	1199.252	666.992	-730.259	1230.558	659.972	-759.511	1179.82	658.334	-756.399	1205.129	657.026
44	-771.295	1055.76	688.468	-716.111	1048.796	690.793	-767.802	1128.467	673.048	-708.33	1126.174	693.045	-794.392	-481.153	672.813	-734.203	-497.625	690.861	-702.245	-472.434	663.762	-697.898	-532.9	665.444	-742.433	-568.816	671.037	-746.36	-599.02	662.333	-763.39	-575.331	670.092	0	0	0	-797.902	-564.098	648.345	-776.891	-597.477	655.334	-799.087	-539.805	656.356	-780.857	-562.084	663.402	-676.168	1097.695	671.592	-673.448	1162.262	673.537	-701.837	1200.445	679.302	-704.886	1231.566	666.72	-717.162	1208.622	674.436	-714.858	1244.399	660.111	-736.335	1199.264	666.985	-730.313	1230.602	659.998	-759.557	1179.856	658.377	-756.464	1205.131	657.033
45	-771.347	1055.78	688.465	-716.151	1048.781	690.788	-767.865	1128.465	673.028	-708.375	1126.181	693.046	-794.413	-481.153	672.872	-734.22	-497.637	690.927	-702.224	-472.394	663.83	-697.904	-532.898	665.492	-742.455	-568.813	671.105	-746.403	-599.062	662.506	-763.407	-575.355	670.248	0	0	0	-797.923	-564.08	648.421	-776.91	-597.482	655.408	-799.117	-539.823	656.475	-780.887	-562.077	663.483	-676.195	1097.696	671.605	-673.507	1162.278	673.553	-701.891	1200.46	679.304	-704.938	1231.573	666.739	-717.192	1208.622	674.393	-714.94	1244.461	660.188	-736.398	1199.262	666.973	-730.365	1230.629	660.034	-759.607	1179.816	658.338	-756.511	1205.162	657.025
46	-771.382	1055.781	688.483	-716.182	1048.816	690.806	-767.925	1128.519	673.067	-708.434	1126.191	693.059	-794.446	-481.144	672.941	-734.247	-497.629	691.03	-702.259	-472.452	663.873	-697.946	-532.929	665.577	-742.492	-568.84	671.236	-746.432	-599.056	662.571	-763.448	-575.351	670.317	0	0	0	-797.932	-564.068	648.494	-776.939	-597.473	655.488	-799.142	-539.817	656.522	-780.895	-562.075	663.537	-676.246	1097.707	671.597	-673.569	1162.275	673.543	-701.953	1200.474	679.296	-705.002	1231.6	666.742	-717.253	1208.593	674.367	-715.002	1244.455	660.149	-736.454	1199.283	666.967	-730.448	1230.607	659.982	-759.664	1179.854	658.364	-756.584	1205.178	657.026
47	-771.413	1055.796	688.486	-716.22	1048.823	690.827	-767.97	1128.518	673.071	-708.481	1126.223	693.067	-794.45	-481.151	672.99	-734.273	-497.642	691.105	-702.274	-472.451	663.938	-697.973	-532.931	665.607	-742.538	-568.86	671.331	-746.497	-599.054	662.659	-763.466	-575.354	670.365	0	0	0	-797.961	-564.064	648.585	-776.856	-597.269	655.113	-799.163	-539.8	656.598	-780.932	-562.077	663.638	-676.289	1097.75	671.623	-673.613	1162.314	673.565	-702.015	1200.507	679.31	-705.06	1231.6	666.715	-717.341	1208.669	674.424	-715.065	1244.468	660.169	-736.52	1199.282	666.974	-730.475	1230.659	660.005	-759.729	1179.848	658.359	-756.64	1205.203	657.059
48	-771.454	1055.803	688.474	-716.269	1048.867	690.845	-768.008	1128.523	673.104	-708.508	1126.229	693.06	-794.469	-481.144	673.045	-734.29	-497.636	691.175	-702.325	-472.488	663.994	-698.019	-532.936	665.667	-742.559	-568.905	671.411	-746.469	-599.126	662.726	-763.475	-575.334	670.429	0	0	0	-797.985	-564.065	648.658	-777.004	-597.486	655.664	-799.18	-539.804	656.643	-780.954	-562.072	663.706	-676.327	1097.77	671.626	-673.668	1162.356	673.56	-702.064	1200.515	679.325	-705.131	1231.642	666.775	-717.386	1208.641	674.374	-715.126	1244.51	660.194	-736.565	1199.328	667.011	-730.545	1230.664	660.009	-759.769	1179.848	658.363	-756.716	1205.182	657.008
49	-771.477	1055.797	688.457	-716.295	1048.86	690.82	-768.045	1128.532	673.077	-708.562	1126.235	693.062	-794.487	-481.15	673.095	-734.313	-497.633	691.248	-702.311	-472.447	664.081	-698.025	-532.949	665.702	-742.597	-568.853	671.489	-746.543	-599.096	662.84	-763.519	-575.329	670.497	0	0	0	-798.031	-564.076	648.733	-776.906	-597.276	655.24	-799.208	-539.799	656.723	-780.978	-562.063	663.743	-676.322	1097.802	671.659	-673.713	1162.36	673.557	-702.118	1200.558	679.33	-705.189	1231.66	666.745	-717.446	1208.712	674.453	-715.165	1244.494	660.164	-736.608	1199.33	666.976	-730.586	1230.684	660.005	-759.822	1179.873	658.362	-756.749	1205.196	657.017
50	-771.516	1055.804	688.44	-716.327	1048.877	690.839	-768.067	1128.537	673.09	-708.593	1126.28	693.096	-794.512	-481.145	673.136	-734.337	-497.64	691.317	-702.353	-472.492	664.118	-698.067	-532.956	665.772	-742.6	-568.901	671.534	-746.603	-599.09	662.898	-763.534	-575.343	670.583	0	0	0	-798.046	-564.072	648.774	-777.055	-597.477	655.747	-799.227	-539.807	656.788	-781.035	-562.081	663.86	-676.383	1097.837	671.751	-673.765	1162.41	673.571	-702.154	1200.569	679.331	-705.225	1231.677	666.756	-717.476	1208.685	674.42	-715.202	1244.491	660.153	-736.65	1199.352	667.016	-730.635	1230.722	660.007	-759.858	1179.87	658.356	-756.795	1205.235	657.035
51	-771.535	1055.816	688.455	-716.355	1048.902	690.832	-768.108	1128.53	673.031	-708.635	1126.284	693.066	-794.532	-481.154	673.201	-734.349	-497.638	691.36	-702.379	-472.496	664.187	-698.082	-532.97	665.805	-742.631	-568.909	671.594	-746.611	-599.091	662.941	-763.588	-575.347	670.65	0	0	0	-798.066	-564.064	648.831	-777.09	-597.492	655.815	-799.245	-539.793	656.815	-781.041	-562.101	663.922	-676.43	1097.86	671.708	-673.805	1162.433	673.558	-702.205	1200.572	679.312	-705.275	1231.678	666.753	-717.523	1208.703	674.409	-715.268	1244.539	660.179	-736.68	1199.357	666.997	-730.692	1230.704	659.993	-759.88	1179.899	658.354	-756.81	1205.181	656.96
52	-771.558	1055.786	688.391	-716.372	1048.92	690.809	-768.145	1128.584	673.068	-708.666	1126.298	693.059	-794.532	-481.149	673.236	-734.382	-497.648	691.429	-702.363	-472.477	664.275	-698.09	-532.97	665.85	-742.65	-568.916	671.638	-746.631	-599.08	662.988	-763.602	-575.345	670.683	0	0	0	-798.095	-564.083	648.882	-777.094	-597.479	655.852	-799.266	-539.799	656.876	-781.069	-562.083	663.956	-676.455	1097.874	671.698	-673.837	1162.437	673.559	-702.222	1200.579	679.312	-705.293	1231.712	666.77	-717.567	1208.732	674.453	-715.304	1244.569	660.186	-736.715	1199.35	666.97	-730.689	1230.729	660.004	-759.908	1179.943	658.376	-756.832	1205.189	656.941
53	-771.567	1055.809	688.375	-716.403	1048.923	690.815	-768.168	1128.574	673.015	-708.678	1126.304	693.044	-794.55	-481.154	673.287	-734.407	-497.641	691.467	-702.399	-472.504	664.319	-698.121	-532.98	665.914	-742.687	-568.908	671.713	-746.658	-599.059	663.005	-763.619	-575.345	670.714	0	0	0	-798.103	-564.071	648.928	-777.135	-597.485	655.877	-799.293	-539.8	656.928	-781.071	-562.07	663.958	-676.444	1097.912	671.752	-673.848	1162.462	673.558	-702.252	1200.6	679.313	-705.304	1231.728	666.769	-717.571	1208.726	674.4	-715.303	1244.541	660.126	-736.737	1199.346	666.951	-730.724	1230.739	659.971	-759.923	1179.914	658.325	-756.854	1205.198	656.925
54	-771.602	1055.819	688.354	-716.402	1048.92	690.781	-768.164	1128.565	672.964	-708.706	1126.319	693.042	-794.564	-481.159	673.308	-734.419	-497.644	691.519	-702.392	-472.479	664.4	-698.156	-532.986	665.998	-742.705	-568.918	671.753	-746.695	-599.093	663.065	-763.643	-575.358	670.791	0	0	0	-798.122	-564.061	648.948	-777.133	-597.486	655.911	-799.318	-539.795	656.975	-781.111	-562.083	664.031	-676.469	1097.912	671.736	-673.872	1162.483	673.562	-702.267	1200.593	679.285	-705.331	1231.732	666.752	-717.596	1208.752	674.407	-715.307	1244.547	660.127	-736.745	1199.376	666.98	-730.741	1230.733	659.974	-759.938	1179.962	658.329	-756.87	1205.249	656.952
55	-771.605	1055.839	688.377	-716.411	1048.939	690.76	-768.183	1128.56	672.897	-708.712	1126.334	693.028	-794.575	-481.153	673.349	-734.436	-497.641	691.554	-702.43	-472.529	664.431	-698.159	-532.98	666.022	-742.729	-568.915	671.802	-746.749	-599.139	663.219	-763.657	-575.343	670.813	0	0	0	-798.148	-564.059	648.989	-777.155	-597.477	655.947	-799.345	-539.798	657.01	-781.136	-562.084	664.076	-676.467	1097.911	671.722	-673.875	1162.48	673.546	-702.301	1200.621	679.308	-705.344	1231.759	666.763	-717.599	1208.747	674.391	-715.351	1244.573	660.148	-736.756	1199.36	666.922	-730.747	1230.734	659.937	-759.956	1179.937	658.267	-756.872	1205.224	656.888
56	-771.61	1055.823	688.318	-716.421	1048.945	690.74	-768.192	1128.593	672.924	-708.723	1126.338	693.018	-794.601	-481.158	673.411	-734.453	-497.641	691.586	-702.426	-472.487	664.538	-698.17	-532.977	666.071	-742.753	-568.915	671.847	-746.782	-599.117	663.289	-763.684	-575.351	670.849	0	0	0	-798.165	-564.065	649.018	-777.159	-597.471	655.927	-799.361	-539.8	657.045	-781.154	-562.083	664.106	-676.48	1097.944	671.697	-673.892	1162.497	673.547	-702.291	1200.613	679.262	-705.339	1231.732	666.713	-717.591	1208.747	674.353	-715.35	1244.605	660.142	-736.756	1199.375	666.894	-730.757	1230.735	659.928	-759.964	1179.987	658.293	-756.899	1205.268	656.898
57	-771.604	1055.855	688.316	-716.42	1048.954	690.756	-768.187	1128.576	672.882	-708.711	1126.373	693.028	-794.607	-481.145	673.428	-734.469	-497.63	691.629	-702.435	-472.506	664.577	-698.178	-532.968	666.144	-742.766	-568.93	671.896	-746.76	-599.098	663.275	-763.682	-575.34	670.872	0	0	0	-798.186	-564.059	649.032	-777.179	-597.468	655.962	-799.374	-539.783	657.054	-781.176	-562.08	664.131	-676.51	1097.923	671.656	-673.883	1162.491	673.533	-702.288	1200.628	679.251	-705.336	1231.748	666.701	-717.593	1208.761	674.355	-715.341	1244.614	660.099	-736.756	1199.391	666.888	-730.75	1230.761	659.922	-759.97	1179.96	658.226	-756.911	1205.285	656.891
58	-771.616	1055.852	688.284	-716.41	1048.957	690.711	-768.193	1128.596	672.865	-708.718	1126.388	693.016	-794.637	-481.144	673.439	-734.498	-497.642	691.68	-702.424	-472.449	664.669	-698.199	-532.972	666.205	-742.802	-568.874	671.944	-746.791	-599.107	663.328	-763.695	-575.318	670.873	0	0	0	-798.177	-564.044	649.06	-777.207	-597.459	656.005	-799.383	-539.776	657.094	-781.183	-562.065	664.166	-676.473	1097.919	671.579	-673.888	1162.5	673.505	-702.275	1200.634	679.223	-705.334	1231.768	666.703	-717.575	1208.747	674.288	-715.328	1244.61	660.079	-736.769	1199.411	666.854	-730.74	1230.755	659.9	-759.975	1180.007	658.262	-756.907	1205.282	656.869
59	-771.599	1055.83	688.241	-716.421	1048.977	690.711	-768.202	1128.629	672.866	-708.697	1126.393	692.991	-794.648	-481.14	673.468	-734.506	-497.627	691.717	-702.456	-472.492	664.682	-698.205	-532.964	666.307	-742.831	-568.88	672.017	-746.804	-599.097	663.351	-763.72	-575.326	670.931	0	0	0	-798.188	-564.041	649.094	-777.213	-597.465	656.05	-799.393	-539.774	657.101	-781.186	-562.052	664.195	-676.492	1097.917	671.596	-673.878	1162.512	673.478	-702.269	1200.636	679.209	-705.325	1231.754	666.648	-717.576	1208.767	674.33	-715.339	1244.622	660.05	-736.745	1199.423	666.861	-730.744	1230.783	659.882	-759.974	1179.988	658.204	-756.917	1205.295	656.863
60	-771.595	1055.865	688.239	-716.423	1048.97	690.68	-768.177	1128.627	672.849	-708.703	1126.396	692.961	-794.65	-481.122	673.499	-734.521	-497.622	691.756	-702.5	-472.514	664.719	-698.211	-532.963	666.362	-742.84	-568.875	672.035	-746.817	-599.048	663.368	-763.709	-575.314	670.94	0	0	0	-798.199	-564.038	649.129	-777.223	-597.438	656.067	-799.407	-539.769	657.158	-781.202	-562.053	664.229	-676.482	1097.933	671.579	-673.858	1162.507	673.45	-702.25	1200.654	679.185	-705.3	1231.798	666.636	-717.559	1208.778	674.288	-715.31	1244.631	660.06	-736.727	1199.406	666.8	-730.714	1230.774	659.842	-759.97	1180.001	658.181	-756.919	1205.306	656.817
61	-771.59	1055.868	688.209	-716.394	1048.964	690.655	-768.179	1128.672	672.864	-708.686	1126.409	692.949	-794.663	-481.112	673.526	-734.534	-497.617	691.807	-702.478	-472.469	664.783	-698.239	-532.945	666.432	-742.867	-568.91	672.124	-746.824	-599.052	663.414	-763.741	-575.316	671.005	0	0	0	-798.194	-564.022	649.163	-777.212	-597.441	656.098	-799.411	-539.768	657.164	-781.218	-562.05	664.296	-676.457	1097.929	671.515	-673.845	1162.523	673.444	-702.228	1200.654	679.134	-705.298	1231.784	666.598	-717.534	1208.775	674.22	-715.296	1244.669	660.049	-736.724	1199.441	666.792	-730.717	1230.787	659.825	-759.974	1179.996	658.146	-756.912	1205.311	656.804
62	-771.58	1055.881	688.212	-716.376	1048.971	690.612	-768.149	1128.648	672.827	-708.668	1126.413	692.887	-794.67	-481.102	673.571	-734.532	-497.596	691.815	-702.483	-472.458	664.8	-698.238	-532.943	666.479	-742.848	-568.858	672.091	-746.8	-599.07	663.441	-763.73	-575.306	671.007	0	0	0	-798.207	-564.015	649.182	-777.227	-597.41	656.144	-799.41	-539.753	657.203	-781.219	-562.029	664.321	-676.454	1097.926	671.484	-673.818	1162.51	673.414	-702.231	1200.662	679.119	-705.279	1231.783	666.559	-717.514	1208.761	674.195	-715.293	1244.665	660.001	-736.702	1199.43	666.747	-730.692	1230.819	659.833	-759.956	1180.001	658.114	-756.907	1205.317	656.761
63	-771.559	1055.903	688.195	-716.373	1048.993	690.62	-768.138	1128.67	672.829	-708.663	1126.394	692.854	-794.669	-481.089	673.587	-734.539	-497.586	691.856	-702.499	-472.459	664.841	-698.219	-532.906	666.494	-742.855	-568.842	672.152	-746.798	-599.066	663.489	-763.739	-575.281	671.05	0	0	0	-798.203	-564.015	649.203	-777.217	-597.416	656.193	-799.413	-539.739	657.206	-781.213	-562.021	664.353	-676.425	1097.907	671.437	-673.789	1162.518	673.379	-702.207	1200.67	679.096	-705.255	1231.78	666.522	-717.491	1208.754	674.159	-715.261	1244.659	659.943	-736.674	1199.463	666.739	-730.658	1230.793	659.772	-759.954	1179.985	658.071	-756.888	1205.32	656.736
64	-771.537	1055.908	688.165	-716.362	1048.979	690.569	-768.128	1128.667	672.751	-708.646	1126.404	692.836	-794.673	-481.078	673.622	-734.548	-497.578	691.872	-702.517	-472.482	664.861	-698.222	-532.914	666.53	-742.84	-568.82	672.15	-746.779	-599.03	663.471	-763.754	-575.271	671.08	0	0	0	-798.202	-564.008	649.252	-777.224	-597.393	656.218	-799.433	-539.743	657.257	-781.21	-562.01	664.381	-676.409	1097.941	671.477	-673.785	1162.517	673.374	-702.189	1200.674	679.07	-705.243	1231.794	666.507	-717.471	1208.763	674.136	-715.264	1244.682	659.944	-736.669	1199.429	666.641	-730.651	1230.817	659.759	-759.932	1180.011	658.034	-756.876	1205.344	656.729
65	-771.534	1055.915	688.137	-716.354	1048.997	690.559	-768.099	1128.667	672.71	-708.628	1126.413	692.808	-794.687	-481.065	673.646	-734.55	-497.567	691.893	-702.485	-472.435	664.899	-698.212	-532.89	666.511	-742.843	-568.82	672.185	-746.814	-599	663.544	-763.744	-575.264	671.099	0	0	0	-798.205	-564.015	649.284	-777.246	-597.407	656.288	-799.411	-539.733	657.255	-781.227	-561.993	664.423	-676.387	1097.938	671.436	-673.757	1162.511	673.332	-702.155	1200.681	679.034	-705.208	1231.787	666.46	-717.469	1208.822	674.154	-715.246	1244.74	659.978	-736.643	1199.471	666.63	-730.623	1230.795	659.73	-759.913	1180.026	658.001	-756.846	1205.324	656.68
66	-771.528	1055.913	688.111	-716.344	1049.007	690.521	-768.081	1128.683	672.69	-708.622	1126.411	692.78	-794.712	-481.065	673.709	-734.556	-497.56	691.909	-702.525	-472.459	664.875	-698.228	-532.885	666.538	-742.83	-568.798	672.182	-746.788	-598.999	663.546	-763.751	-575.285	671.142	0	0	0	-798.193	-564.011	649.299	-777.083	-597.195	655.778	-799.415	-539.73	657.277	-781.211	-562	664.426	-676.368	1097.946	671.426	-673.73	1162.514	673.312	-702.149	1200.696	679.006	-705.192	1231.821	666.448	-717.438	1208.81	674.134	-715.202	1244.699	659.898	-736.62	1199.482	666.632	-730.617	1230.824	659.731	-759.888	1180.022	657.971	-756.825	1205.345	656.642
67	-771.508	1055.941	688.092	-716.339	1049.013	690.513	-768.054	1128.682	672.627	-708.596	1126.411	692.762	-794.707	-481.049	673.72	-734.557	-497.552	691.932	-702.529	-472.423	664.929	-698.226	-532.88	666.557	-742.865	-568.807	672.238	-746.784	-598.99	663.532	-763.755	-575.283	671.162	0	0	0	-798.219	-564.018	649.35	-777.214	-597.4	656.31	-799.425	-539.728	657.311	-781.209	-561.985	664.412	-676.359	1097.938	671.392	-673.71	1162.512	673.284	-702.127	1200.694	678.999	-705.173	1231.821	666.428	-717.41	1208.818	674.095	-715.176	1244.655	659.83	-736.601	1199.47	666.574	-730.576	1230.826	659.684	-759.864	1180.017	657.906	-756.797	1205.361	656.608
68	-771.507	1055.953	688.057	-716.313	1049.01	690.472	-768.06	1128.717	672.597	-708.584	1126.415	692.733	-794.718	-481.052	673.744	-734.557	-497.54	691.937	-702.557	-472.431	664.918	-698.243	-532.889	666.603	-742.842	-568.778	672.223	-746.772	-598.996	663.582	-763.755	-575.263	671.152	0	0	0	-798.204	-563.987	649.331	-777.096	-597.184	655.835	-799.434	-539.721	657.324	-781.211	-561.967	664.446	-676.346	1097.957	671.372	-673.687	1162.522	673.265	-702.11	1200.69	678.973	-705.149	1231.827	666.4	-717.402	1208.811	674.076	-715.151	1244.713	659.867	-736.578	1199.479	666.554	-730.563	1230.826	659.669	-759.85	1180.034	657.881	-756.776	1205.368	656.612
69	-771.493	1055.972	688.022	-716.312	1049.027	690.428	-768.001	1128.558	672.407	-708.561	1126.443	692.704	-794.731	-481.05	673.765	-734.583	-497.54	691.969	-702.554	-472.41	664.96	-698.242	-532.862	666.635	-742.864	-568.783	672.254	-746.786	-598.986	663.579	-763.771	-575.248	671.198	0	0	0	-798.228	-564.002	649.353	-777.228	-597.396	656.336	-799.45	-539.722	657.359	-781.235	-561.981	664.469	-676.329	1097.96	671.351	-673.681	1162.518	673.223	-702.08	1200.688	678.923	-705.12	1231.85	666.383	-717.379	1208.765	674.001	-715.125	1244.737	659.845	-736.554	1199.467	666.493	-730.526	1230.825	659.631	-759.815	1180.034	657.815	-756.755	1205.352	656.514
